,date,measurements,anomalies,error,ratio
14,2022-07-03,610127,159339,0,0.2611571033571699
15,2022-07-06,393084,93940,0,0.23898199875853507
16,2022-07-08,191750,52205,0,0.2722555410691004
17,2022-07-14,776822,209098,0,0.2691710584921642
18,2022-07-18,379380,100641,0,0.265277558121145
19,2022-07-19,407855,110554,0,0.2710620195902956
20,2022-07-27,395005,101738,0,0.25756129669244693
21,2022-07-28,372189,96175,0,0.25840366050581826
22,2022-07-31,724302,190203,0,0.26260178765211195
23,2022-08-03,746880,196867,0,0.2635858504712939
24,2022-08-07,770979,199255,0,0.2584441340166204
25,2022-08-10,756591,195803,0,0.25879636421791957
26,2022-08-14,778417,194679,0,0.2500960282213775
27,2022-08-17,745137,187792,0,0.2520234534052127
28,2022-08-21,759583,200505,0,0.26396720305746707
29,2022-08-24,746696,195951,0,0.26242406548314173
30,2022-08-28,751222,196352,0,0.26137679673917963
31,2022-08-31,762650,200282,0,0.26261325640857536
32,2022-09-04,729013,193518,0,0.26545205641051667
33,2022-09-07,717883,184773,0,0.25738595286418536
34,2022-09-11,739681,195702,0,0.264576215963368
35,2022-09-14,707573,185907,0,0.2627389682760648
36,2022-09-18,744043,194396,0,0.26126984596320374
37,2022-09-21,747205,197890,0,0.26484030486948024
38,2022-09-25,712185,202841,0,0.28481504103568595
39,2022-09-28,686589,191374,0,0.27873152642993115
40,2022-10-02,666062,200924,0,0.3016596052619726
41,2022-10-05,723736,208461,0,0.28803458719754166
42,2022-10-09,725804,213635,0,0.29434254977927926
43,2022-10-12,675831,203100,0,0.3005189167114264
44,2022-10-17,378385,117922,0,0.31164554620294144
45,2022-10-18,316385,100085,0,0.3163392701929611
46,2022-10-19,735397,233711,0,0.31780249307516895
47,2022-10-23,715115,226965,0,0.31738251889556224
48,2022-10-26,664779,213601,0,0.32131129292591976
49,2022-10-30,520269,128008,0,0.246041951375154
50,2022-11-02,560783,143453,0,0.2558083964742155
51,2022-11-06,582812,168631,0,0.28934030184690773
52,2022-11-09,630460,179918,0,0.28537575738349774
53,2022-11-13,610443,168829,0,0.2765680006159461
54,2022-11-16,688361,193713,0,0.2814119335639294
55,2022-11-20,728711,206813,0,0.2838066119490443
56,2022-11-23,660088,190048,0,0.2879131267346172
57,2022-11-27,740295,216363,0,0.29226592101797255
58,2022-11-30,690878,216324,0,0.3131146164735308
59,2022-12-04,740743,224757,0,0.30342102456587505
60,2022-12-07,723312,226627,0,0.31331845731855684
61,2022-12-11,736523,225461,0,0.30611535552861213
62,2022-12-14,752018,232271,0,0.3088636176261738
63,2022-12-18,730762,224645,0,0.30741198912915557
64,2022-12-21,744743,227639,0,0.3056611475368013
65,2022-12-25,752398,229691,0,0.3052785892572814
66,2022-12-28,732142,221381,0,0.3023744027797886
67,2023-01-01,725938,217285,0,0.29931619504695994
68,2023-01-04,718475,211729,0,0.2946922300706357
69,2023-01-08,756548,221851,0,0.29324114266378337
70,2023-01-11,720146,216604,0,0.3007778978151653
71,2023-01-15,749147,236643,0,0.31588326456623333
72,2023-01-18,717816,219811,0,0.3062219287393984
73,2023-01-22,721382,221305,0,0.3067792099054315
74,2023-01-29,723348,234240,0,0.3238275352942152
75,2023-02-01,724459,236365,0,0.32626415021415983
76,2023-02-05,705015,228913,0,0.3246923824315795
77,2023-02-08,693789,230438,0,0.3321442109921028
78,2023-02-12,674030,215069,0,0.319079269468718
79,2023-02-15,701496,228402,0,0.3255927332443806
80,2023-02-19,734820,234881,0,0.31964426662311857
81,2023-02-22,633298,163872,0,0.2587596992253252
82,2023-02-26,722423,226811,0,0.3139587194759857
83,2023-03-01,644536,166548,0,0.2583998411260193
84,2023-03-05,625242,159524,0,0.25513960994303003
85,2023-03-08,634247,161413,0,0.2544954883507529
86,2023-03-12,664538,170284,0,0.2562441876912983
87,2023-03-15,681727,200831,0,0.29459153004061744
88,2023-03-19,686049,206416,0,0.3008764680073872
89,2023-03-22,656201,174739,0,0.26628883528065334
90,2023-03-26,696878,202711,0,0.2908844876721607
91,2023-03-29,665220,196095,0,0.2947821773247948
92,2023-04-02,667784,177490,0,0.26578953673642974
93,2023-04-05,711677,211429,0,0.29708561608707323
94,2023-04-12,680970,203456,0,0.2987738079504237
95,2023-04-16,717076,214195,0,0.2987061343567488
96,2023-04-19,697490,207103,0,0.29692612080459935
